User_ID,Transaction_Date,Transaction_Status,Amount,Payment_Method
U1081,2025-02-17,Failed,14.99,PayPal
U1082,2024-12-02,Paid,9.99,PayPal
U1083,2023-07-28,Failed,9.99,Bank Transfer
U1084,2024-03-06,Failed,14.99,Cryptocurrency
U1085,2024-03-25,Failed,14.99,Apple Pay
U1086,2022-03-20,Paid,5.99,Credit Card
U1087,2023-07-23,Paid,9.99,Google Pay
U1088,2023-01-22,Pending,5.99,PayPal
U1089,2023-09-27,Pending,5.99,PayPal
U1090,2023-01-20,Pending,5.99,PayPal
U1091,2023-03-09,Pending,14.99,Google Pay
U1092,2022-10-16,Failed,14.99,Credit Card
U1093,2023-05-22,Paid,14.99,Apple Pay
U1094,2023-11-26,Pending,14.99,PayPal
U1095,2024-03-02,Failed,9.99,Bank Transfer
U1096,2024-09-02,Paid,9.99,Bank Transfer
U1097,2023-07-14,Pending,14.99,Google Pay
U1098,2024-10-04,Pending,5.99,Credit Card
U1099,2023-01-27,Pending,5.99,Credit Card
U1100,2024-12-24,Pending,14.99,Credit Card
U1101,2022-09-04,Pending,5.99,Bank Transfer
U1102,2022-08-08,Failed,5.99,Apple Pay
U1103,2023-01-12,Pending,5.99,Apple Pay
U1104,2022-11-20,Pending,9.99,Bank Transfer
U1105,2024-06-05,Pending,5.99,Credit Card
U1106,2023-07-10,Pending,14.99,PayPal
U1107,2024-03-24,Paid,5.99,Google Pay
U1108,2025-02-26,Paid,14.99,PayPal
U1109,2023-12-10,Pending,14.99,Google Pay
U1110,2024-09-10,Paid,14.99,Credit Card
U1111,2025-02-26,Paid,9.99,Apple Pay
U1112,2024-10-12,Paid,14.99,Cryptocurrency
U1113,2022-11-26,Paid,14.99,PayPal
U1114,2024-04-16,Pending,5.99,Bank Transfer
U1115,2023-03-07,Failed,5.99,Cryptocurrency
U1116,2023-10-28,Paid,5.99,Cryptocurrency
U1117,2024-05-27,Pending,14.99,PayPal
U1118,2023-05-30,Paid,9.99,Google Pay
U1119,2022-07-09,Pending,5.99,Apple Pay
U1120,2023-09-12,Failed,5.99,Apple Pay
U1121,2023-04-10,Paid,5.99,Cryptocurrency
U1122,2022-10-10,Paid,9.99,Google Pay
U1123,2023-04-04,Failed,14.99,Cryptocurrency
U1124,2025-01-23,Pending,5.99,Bank Transfer
U1125,2025-01-13,Failed,5.99,Bank Transfer
U1126,2022-05-29,Pending,5.99,Apple Pay
U1127,2022-07-31,Paid,9.99,Apple Pay
U1128,2023-03-18,Pending,5.99,Bank Transfer
U1129,2024-11-15,Failed,14.99,Credit Card
U1130,2025-01-24,Failed,5.99,Credit Card
U1131,2024-12-23,Failed,9.99,Google Pay
U1132,2025-01-20,Failed,14.99,Apple Pay
U1133,2024-09-17,Failed,9.99,Credit Card
U1134,2023-04-19,Pending,5.99,Cryptocurrency
U1135,2024-08-17,Failed,5.99,PayPal
U1136,2023-12-28,Failed,5.99,Google Pay
U1137,2024-08-31,Failed,14.99,PayPal
U1138,2023-08-10,Failed,5.99,Cryptocurrency
U1139,2024-02-21,Paid,14.99,Google Pay
U1140,2024-07-29,Failed,14.99,Cryptocurrency
U1141,2025-02-22,Pending,5.99,PayPal
U1142,2023-08-07,Pending,9.99,Apple Pay
U1143,2023-10-23,Pending,5.99,PayPal
U1144,2024-10-10,Paid,5.99,Cryptocurrency
U1145,2022-08-04,Pending,5.99,Google Pay
U1146,2024-05-13,Failed,9.99,Bank Transfer
U1147,2022-08-14,Pending,9.99,Cryptocurrency
U1148,2024-05-20,Pending,5.99,Google Pay
U1149,2024-10-21,Paid,9.99,Credit Card
U1150,2024-01-01,Paid,9.99,Bank Transfer
U1151,2022-11-03,Pending,9.99,PayPal
U1152,2022-04-29,Failed,14.99,Credit Card
U1153,2024-07-13,Failed,5.99,Apple Pay
U1154,2024-07-06,Failed,5.99,Cryptocurrency
U1155,2022-12-23,Pending,5.99,PayPal
U1156,2025-02-23,Failed,5.99,Credit Card
U1157,2023-10-12,Paid,5.99,Bank Transfer
U1158,2024-11-10,Pending,5.99,Apple Pay
U1159,2022-04-23,Paid,5.99,Credit Card
U1160,2023-12-23,Pending,14.99,Apple Pay
U1161,2024-06-20,Failed,5.99,Apple Pay
U1162,2023-03-07,Failed,14.99,Google Pay
U1163,2023-12-01,Paid,14.99,PayPal
U1164,2024-09-15,Failed,5.99,Bank Transfer
U1165,2024-12-27,Pending,9.99,Cryptocurrency
U1166,2022-05-19,Pending,14.99,PayPal
U1167,2022-10-08,Failed,14.99,Apple Pay
U1168,2024-06-05,Failed,5.99,Credit Card
U1169,2024-01-08,Paid,9.99,Credit Card
U1170,2024-08-12,Failed,5.99,Google Pay
U1171,2023-12-14,Pending,9.99,Google Pay
U1172,2022-05-30,Pending,9.99,Apple Pay
U1173,2022-08-31,Paid,9.99,Bank Transfer
U1174,2022-05-26,Failed,9.99,Google Pay
U1175,2024-10-25,Failed,5.99,Credit Card
U1176,2022-12-25,Pending,14.99,Google Pay
U1177,2023-12-05,Failed,14.99,Google Pay
U1178,2024-06-09,Paid,14.99,Bank Transfer
U1179,2024-12-02,Paid,5.99,Credit Card
U1180,2024-08-25,Pending,5.99,Bank Transfer
U1181,2024-07-27,Paid,5.99,PayPal
U1182,2024-11-07,Paid,5.99,Apple Pay
U1183,2024-10-25,Pending,9.99,Google Pay
U1184,2024-02-28,Pending,14.99,Apple Pay
U1185,2024-09-12,Paid,14.99,Bank Transfer
U1186,2024-05-06,Pending,9.99,Cryptocurrency
U1187,2024-10-11,Pending,5.99,Credit Card
U1188,2022-11-12,Paid,14.99,Google Pay
U1189,2024-09-28,Paid,5.99,Bank Transfer
U1190,2023-05-28,Paid,5.99,Cryptocurrency
U1191,2024-03-06,Paid,9.99,Cryptocurrency
U1192,2023-04-12,Paid,5.99,Google Pay
U1193,2024-08-02,Paid,9.99,Apple Pay
U1194,2022-08-25,Failed,14.99,Bank Transfer
U1195,2023-07-04,Pending,9.99,Apple Pay
U1196,2023-03-09,Paid,5.99,Apple Pay
U1197,2024-08-31,Failed,14.99,Credit Card
U1198,2025-02-05,Failed,9.99,Cryptocurrency
U1199,2024-08-17,Paid,9.99,Credit Card
U1200,2023-03-03,Failed,5.99,Apple Pay
U1201,2024-07-22,Pending,9.99,Bank Transfer
U1202,2022-08-23,Failed,14.99,Bank Transfer
U1203,2023-01-29,Failed,5.99,Apple Pay
U1204,2024-11-20,Pending,9.99,PayPal
U1205,2022-09-01,Pending,9.99,PayPal
U1206,2023-12-21,Paid,9.99,PayPal
U1207,2022-03-27,Pending,9.99,PayPal
U1208,2022-10-07,Pending,9.99,Google Pay
U1209,2024-03-29,Failed,5.99,PayPal
U1210,2023-06-08,Paid,14.99,PayPal
U1211,2024-04-12,Pending,9.99,Apple Pay
U1212,2024-09-14,Failed,9.99,PayPal
U1213,2022-05-24,Paid,14.99,Bank Transfer
U1214,2023-03-05,Failed,9.99,PayPal
U1215,2024-02-28,Failed,5.99,PayPal
U1216,2022-03-21,Failed,9.99,Bank Transfer
U1217,2024-01-27,Failed,14.99,Apple Pay
U1218,2024-04-06,Paid,5.99,Google Pay
U1219,2022-09-22,Failed,5.99,Credit Card
U1220,2022-10-14,Pending,14.99,Bank Transfer
U1221,2024-11-28,Pending,5.99,Bank Transfer
U1222,2023-01-14,Paid,5.99,PayPal
U1223,2024-05-18,Pending,14.99,Google Pay
U1224,2024-08-26,Pending,14.99,Bank Transfer
U1225,2022-03-25,Failed,14.99,Bank Transfer
U1226,2022-04-11,Failed,5.99,Credit Card
U1227,2024-01-30,Paid,14.99,Google Pay
U1228,2022-05-13,Failed,9.99,Cryptocurrency
U1229,2024-09-12,Failed,9.99,Apple Pay
U1230,2024-12-31,Pending,14.99,Google Pay
U1231,2023-12-23,Failed,14.99,Cryptocurrency
U1232,2023-11-04,Pending,9.99,Bank Transfer
U1233,2023-12-23,Paid,14.99,Cryptocurrency
U1234,2022-10-11,Pending,5.99,Apple Pay
U1235,2022-04-02,Failed,14.99,Credit Card
U1236,2022-08-31,Failed,14.99,Google Pay
U1237,2022-08-30,Paid,5.99,Bank Transfer
U1238,2024-12-22,Pending,14.99,Cryptocurrency
U1239,2022-07-14,Paid,9.99,Credit Card
U1240,2024-11-13,Paid,14.99,Credit Card
U1241,2023-12-28,Paid,9.99,PayPal
U1242,2023-04-03,Failed,14.99,Bank Transfer
U1243,2022-10-21,Failed,9.99,Bank Transfer
U1244,2024-12-06,Pending,9.99,Credit Card
U1245,2022-04-27,Paid,5.99,PayPal
U1246,2023-03-15,Pending,5.99,Apple Pay
U1247,2023-08-22,Failed,5.99,PayPal
U1248,2023-08-14,Pending,9.99,PayPal
U1249,2023-11-19,Paid,9.99,Credit Card
U1250,2024-02-27,Failed,9.99,Cryptocurrency
U1251,2024-09-20,Pending,9.99,PayPal
U1252,2023-03-07,Pending,9.99,PayPal
U1253,2024-03-30,Failed,9.99,Credit Card
U1254,2022-06-10,Failed,9.99,Credit Card
U1255,2024-11-22,Failed,14.99,PayPal
U1256,2024-04-18,Pending,5.99,Apple Pay
U1257,2024-04-08,Paid,14.99,PayPal
U1258,2024-01-10,Pending,5.99,Cryptocurrency
U1259,2023-12-29,Pending,9.99,Credit Card
U1260,2024-07-27,Paid,9.99,Credit Card
U1261,2022-11-19,Failed,14.99,Apple Pay
U1262,2022-12-02,Failed,14.99,Credit Card
U1263,2025-01-17,Paid,5.99,Credit Card
U1264,2023-09-18,Pending,9.99,Google Pay
U1265,2023-06-20,Failed,9.99,Bank Transfer
U1266,2022-06-11,Failed,9.99,Cryptocurrency
U1267,2023-05-20,Pending,9.99,Apple Pay
U1268,2025-02-26,Pending,14.99,PayPal
U1269,2024-02-20,Failed,9.99,PayPal
U1270,2024-09-17,Failed,5.99,Apple Pay
U1271,2023-04-06,Failed,5.99,Bank Transfer
U1272,2025-01-18,Failed,14.99,Credit Card
U1273,2025-02-10,Failed,9.99,Bank Transfer
U1274,2023-02-26,Failed,9.99,Google Pay
U1275,2023-07-04,Failed,14.99,Credit Card
U1276,2024-11-06,Failed,5.99,Cryptocurrency
U1277,2022-12-27,Pending,9.99,Credit Card
U1278,2025-02-15,Pending,5.99,Cryptocurrency
U1279,2023-08-07,Pending,14.99,Google Pay
U1280,2024-11-14,Paid,9.99,Cryptocurrency
U1281,2025-03-02,Paid,9.99,Apple Pay
U1282,2023-03-13,Paid,9.99,Bank Transfer
U1283,2022-04-02,Paid,9.99,Google Pay
U1284,2025-01-10,Paid,5.99,Cryptocurrency
U1285,2023-11-30,Failed,5.99,Cryptocurrency
U1286,2022-12-14,Failed,14.99,Apple Pay
U1287,2023-03-16,Pending,5.99,PayPal
U1288,2022-07-05,Paid,9.99,Credit Card
U1289,2022-10-29,Paid,9.99,Bank Transfer
U1290,2022-04-25,Pending,14.99,Bank Transfer
U1291,2022-08-12,Pending,9.99,Cryptocurrency
U1292,2023-01-23,Failed,9.99,Google Pay
U1293,2024-11-16,Pending,9.99,Credit Card
U1294,2023-07-23,Failed,14.99,Google Pay
U1295,2024-05-01,Pending,5.99,Bank Transfer
U1296,2024-01-30,Failed,9.99,PayPal
U1297,2025-01-19,Pending,14.99,Bank Transfer
U1298,2022-09-08,Pending,9.99,Cryptocurrency
U1299,2024-12-10,Pending,9.99,Cryptocurrency
U1300,2022-10-13,Paid,9.99,Bank Transfer
U1301,2024-04-02,Pending,5.99,Apple Pay
U1302,2024-11-08,Pending,14.99,Apple Pay
U1303,2023-11-11,Failed,14.99,PayPal
U1304,2024-07-05,Pending,9.99,Bank Transfer
U1305,2024-09-12,Pending,5.99,Bank Transfer
U1306,2022-04-15,Failed,5.99,Credit Card
U1307,2023-08-21,Paid,9.99,Google Pay
U1308,2024-09-29,Paid,9.99,Apple Pay
U1309,2022-09-13,Pending,14.99,Apple Pay
U1310,2023-07-11,Failed,5.99,Cryptocurrency
U1311,2023-06-04,Failed,14.99,Google Pay
U1312,2024-12-20,Pending,14.99,Google Pay
U1313,2022-06-02,Pending,14.99,Bank Transfer
U1314,2022-10-03,Paid,5.99,PayPal
U1315,2022-11-22,Failed,9.99,Apple Pay
U1316,2022-08-03,Failed,5.99,Apple Pay
U1317,2023-05-14,Failed,5.99,PayPal
U1318,2025-01-20,Failed,9.99,Credit Card
U1319,2024-09-01,Failed,14.99,Credit Card
U1320,2022-04-04,Failed,5.99,Cryptocurrency
U1321,2024-09-28,Failed,9.99,PayPal
U1322,2023-03-07,Paid,14.99,Google Pay
U1323,2022-05-25,Pending,5.99,Cryptocurrency
U1324,2023-10-15,Paid,5.99,Apple Pay
U1325,2024-01-12,Paid,5.99,Cryptocurrency
U1326,2022-05-05,Paid,5.99,Credit Card
U1327,2024-02-28,Paid,14.99,Apple Pay
U1328,2025-01-06,Failed,14.99,Google Pay
U1329,2025-02-24,Pending,5.99,Google Pay
U1330,2022-06-03,Paid,5.99,Credit Card
U1331,2023-10-15,Failed,9.99,PayPal
U1332,2023-11-01,Failed,14.99,Credit Card
U1333,2023-11-20,Paid,5.99,Bank Transfer
U1334,2025-02-16,Paid,14.99,PayPal
U1335,2023-11-07,Paid,14.99,PayPal
U1336,2023-10-13,Paid,14.99,Bank Transfer
U1337,2022-12-14,Paid,14.99,Bank Transfer
U1338,2023-05-31,Failed,9.99,Cryptocurrency
U1339,2022-06-09,Failed,14.99,Google Pay
U1340,2024-10-12,Pending,14.99,Credit Card
U1341,2023-12-27,Failed,5.99,Credit Card
U1342,2022-09-23,Paid,5.99,Google Pay
U1343,2022-11-03,Paid,9.99,Bank Transfer
U1344,2025-01-13,Pending,5.99,Apple Pay
U1345,2024-04-26,Failed,9.99,PayPal
U1346,2022-09-08,Pending,5.99,Bank Transfer
U1347,2023-11-10,Pending,14.99,Google Pay
U1348,2022-07-29,Failed,5.99,Credit Card
U1349,2022-08-02,Failed,5.99,Google Pay
U1350,2025-03-04,Paid,5.99,Apple Pay
U1351,2022-08-05,Pending,5.99,Google Pay
U1352,2025-02-01,Paid,14.99,Cryptocurrency
U1353,2022-10-30,Pending,9.99,Apple Pay
U1354,2024-11-08,Failed,14.99,Apple Pay
U1355,2023-09-09,Pending,14.99,Credit Card
U1356,2022-03-25,Failed,14.99,PayPal
U1357,2022-09-29,Paid,14.99,Bank Transfer
U1358,2025-03-05,Pending,14.99,Google Pay
U1359,2023-05-01,Failed,5.99,Credit Card
U1360,2022-04-12,Paid,5.99,Google Pay
U1361,2023-10-19,Failed,9.99,Google Pay
U1362,2023-11-27,Paid,5.99,Google Pay
U1363,2024-06-24,Failed,9.99,Cryptocurrency
U1364,2022-04-30,Pending,14.99,Cryptocurrency
U1365,2023-04-17,Failed,5.99,Google Pay
U1366,2024-04-17,Failed,14.99,PayPal
U1367,2024-11-05,Failed,5.99,Bank Transfer
U1368,2024-09-23,Paid,9.99,Credit Card
U1369,2022-03-16,Pending,9.99,Cryptocurrency
U1370,2022-12-04,Paid,9.99,Cryptocurrency
U1371,2022-03-31,Pending,14.99,Bank Transfer
U1372,2022-04-01,Failed,5.99,Cryptocurrency
U1373,2024-09-26,Paid,9.99,Credit Card
U1374,2024-08-10,Pending,5.99,Bank Transfer
U1375,2024-03-23,Paid,5.99,Bank Transfer
U1376,2024-04-07,Paid,5.99,Apple Pay
U1377,2025-01-13,Failed,14.99,Bank Transfer
U1378,2022-09-17,Pending,5.99,Cryptocurrency
U1379,2024-05-19,Pending,9.99,Credit Card
U1380,2024-11-20,Paid,14.99,PayPal
U1381,2025-02-07,Pending,14.99,Credit Card
U1382,2024-07-14,Paid,5.99,PayPal
U1383,2022-04-01,Pending,9.99,Bank Transfer
U1384,2023-06-01,Paid,9.99,Bank Transfer
U1385,2024-06-17,Failed,5.99,PayPal
U1386,2022-12-06,Failed,5.99,Google Pay
U1387,2024-09-26,Paid,14.99,Cryptocurrency
U1388,2023-12-24,Paid,5.99,PayPal
U1389,2022-05-06,Failed,14.99,PayPal
U1390,2022-11-10,Failed,5.99,Cryptocurrency
U1391,2023-10-22,Failed,5.99,Bank Transfer
U1392,2024-02-08,Failed,14.99,Cryptocurrency
U1393,2023-03-29,Paid,14.99,Apple Pay
U1394,2022-09-23,Pending,14.99,Cryptocurrency
U1395,2022-07-02,Failed,14.99,Credit Card
U1396,2023-12-12,Failed,9.99,PayPal
U1397,2023-05-26,Paid,5.99,PayPal
U1398,2023-07-12,Failed,5.99,Google Pay
U1399,2022-08-06,Pending,9.99,Bank Transfer
U1400,2022-06-25,Pending,14.99,Apple Pay
U1401,2022-04-22,Pending,5.99,Credit Card
U1402,2023-08-26,Pending,14.99,Credit Card
U1403,2023-03-01,Paid,5.99,Apple Pay
U1404,2024-03-08,Failed,5.99,Credit Card
U1405,2024-06-05,Paid,14.99,Google Pay
U1406,2024-01-19,Pending,14.99,Bank Transfer
U1407,2023-10-11,Pending,5.99,PayPal
U1408,2024-12-09,Pending,5.99,PayPal
U1409,2024-05-27,Pending,14.99,Apple Pay
U1410,2023-07-31,Paid,5.99,PayPal
U1411,2024-08-24,Paid,14.99,Cryptocurrency
U1412,2023-01-04,Paid,5.99,Credit Card
U1413,2024-07-26,Failed,9.99,Apple Pay
U1414,2022-10-02,Paid,14.99,Bank Transfer
U1415,2022-08-11,Paid,9.99,Apple Pay
U1416,2023-04-11,Pending,5.99,Google Pay
U1417,2022-08-04,Paid,9.99,Cryptocurrency
U1418,2022-10-09,Pending,5.99,PayPal
U1419,2022-12-03,Failed,14.99,Cryptocurrency
U1420,2025-01-12,Paid,9.99,Apple Pay
U1421,2025-02-08,Paid,14.99,Credit Card
U1422,2025-02-13,Paid,9.99,Cryptocurrency
U1423,2023-07-15,Pending,9.99,Cryptocurrency
U1424,2023-12-05,Failed,14.99,Google Pay
U1425,2024-11-19,Pending,9.99,Credit Card
U1426,2023-08-26,Paid,14.99,Credit Card
U1427,2022-10-08,Pending,14.99,Bank Transfer
U1428,2022-04-04,Paid,14.99,Google Pay
U1429,2024-05-25,Pending,14.99,Cryptocurrency
U1430,2022-11-20,Pending,9.99,Cryptocurrency
U1431,2025-02-05,Failed,9.99,Credit Card
U1432,2022-05-24,Paid,9.99,Cryptocurrency
U1433,2024-07-30,Pending,9.99,Google Pay
U1434,2023-09-05,Paid,14.99,Bank Transfer
U1435,2022-08-30,Pending,5.99,PayPal
U1436,2022-11-13,Paid,5.99,PayPal
U1437,2022-10-07,Paid,9.99,Apple Pay
U1438,2023-11-14,Paid,9.99,Google Pay
U1439,2023-07-10,Pending,5.99,Credit Card
U1440,2023-04-10,Failed,9.99,Google Pay
U1441,2022-10-29,Failed,5.99,Google Pay
U1442,2025-01-17,Pending,9.99,Google Pay
U1443,2023-07-18,Paid,9.99,Cryptocurrency
U1444,2024-01-09,Failed,5.99,Credit Card
U1445,2022-08-11,Pending,9.99,Apple Pay
U1446,2024-03-03,Failed,14.99,Credit Card
U1447,2024-09-26,Failed,14.99,Apple Pay
U1448,2025-01-05,Paid,5.99,Apple Pay
U1449,2025-03-10,Pending,9.99,Google Pay
U1450,2023-02-27,Pending,5.99,Bank Transfer
U1451,2023-01-05,Failed,5.99,Google Pay
U1452,2024-06-06,Failed,5.99,Credit Card
U1453,2025-02-10,Paid,14.99,Cryptocurrency
U1454,2022-08-24,Failed,5.99,Cryptocurrency
U1455,2024-01-30,Pending,5.99,Google Pay
U1456,2024-01-11,Pending,9.99,Cryptocurrency
U1457,2022-11-14,Pending,14.99,Cryptocurrency
U1458,2022-04-11,Pending,5.99,Google Pay
U1459,2023-07-03,Paid,5.99,Google Pay
U1460,2022-09-18,Paid,9.99,Cryptocurrency
U1461,2024-04-08,Pending,5.99,Apple Pay
U1462,2022-10-15,Paid,9.99,Cryptocurrency
U1463,2022-07-17,Paid,5.99,Apple Pay
U1464,2023-01-03,Paid,5.99,Bank Transfer
U1465,2022-12-12,Failed,14.99,Apple Pay
U1466,2022-09-05,Failed,14.99,Apple Pay
U1467,2022-07-16,Failed,9.99,Bank Transfer
U1468,2025-02-12,Paid,5.99,Bank Transfer
U1469,2023-02-20,Failed,5.99,Google Pay
U1470,2024-03-19,Pending,14.99,Cryptocurrency
U1471,2024-10-01,Pending,5.99,PayPal
U1472,2025-01-15,Paid,9.99,Google Pay
U1473,2025-02-27,Failed,5.99,PayPal
U1474,2023-08-25,Failed,5.99,Cryptocurrency
U1475,2023-03-20,Paid,9.99,Google Pay
U1476,2023-09-07,Paid,9.99,PayPal
U1477,2023-11-13,Failed,14.99,Credit Card
U1478,2024-01-12,Pending,9.99,PayPal
U1479,2022-10-10,Failed,9.99,Apple Pay
U1480,2024-08-17,Failed,5.99,PayPal
U1481,2023-02-21,Paid,14.99,Credit Card
U1482,2024-06-16,Pending,14.99,Google Pay
U1483,2022-12-03,Paid,5.99,Credit Card
U1484,2022-04-29,Failed,9.99,Apple Pay
U1485,2024-08-10,Pending,5.99,PayPal
U1486,2024-11-26,Pending,14.99,Cryptocurrency
U1487,2024-06-30,Paid,9.99,Cryptocurrency
U1488,2023-02-07,Paid,5.99,Cryptocurrency
U1489,2024-11-04,Pending,14.99,Bank Transfer
U1490,2025-01-18,Paid,5.99,Bank Transfer
U1491,2023-11-12,Paid,5.99,PayPal
U1492,2023-07-10,Paid,14.99,Credit Card
U1493,2023-06-09,Failed,9.99,Credit Card
U1494,2023-03-16,Failed,14.99,PayPal
U1495,2023-04-21,Paid,9.99,Apple Pay
U1496,2024-12-11,Pending,5.99,Cryptocurrency
U1497,2024-09-25,Failed,5.99,Apple Pay
U1498,2024-01-21,Pending,14.99,Cryptocurrency
U1499,2023-12-06,Pending,9.99,Google Pay
U1500,2025-01-08,Pending,5.99,Apple Pay
